date,avg_temperature,humidity,energy_consumption,urban_population,energy_price
2021-05-12,29.55,63.86,10863.77,65.16,101.22
2021-05-13,27.9,70.73,9033.38,74.02,118.19
2021-05-14,27.04,76.89,2241.9,80.2,106.02
2021-05-15,26.73,44.75,8016.84,68.09,194.71
2021-05-16,29.32,57.49,8040.55,60.47,199.27
2021-05-17,29.68,77.75,6424.28,78.79,126.54
2021-05-18,27.09,35.79,10377.18,71.83,71.69
2021-05-19,27.87,82.41,6193.28,66.45,81.63
2021-05-20,27.89,56.45,10660.25,68.61,183.27
2021-05-21,27.86,56.07,8575.04,85.12,58.05
2021-05-22,27.55,63.71,7310.41,86.08,182.17
2021-05-23,29.52,59.98,7328.1,77.93,53.88
2021-05-24,29.78,33.16,9166.02,61.87,67.0
2021-05-25,26.5,68.09,6672.44,77.21,72.15
2021-05-26,29.71,49.11,11915.59,73.6,63.84
2021-05-27,26.57,35.52,9372.89,69.02,74.04
2021-05-28,28.29,53.48,9579.54,89.81,144.13
2021-05-29,27.56,63.85,8883.79,65.79,33.88
2021-05-30,29.92,70.47,8442.52,69.6,86.83
2021-05-31,29.61,86.68,2133.0,70.11,184.24
2021-06-01,22.49,86.47,4713.68,76.75,152.92
2021-06-02,22.49,40.27,6376.96,67.62,46.6
2021-06-03,22.49,63.02,7617.27,69.96,57.91
2021-06-04,22.49,43.84,3825.89,73.65,50.93
2021-06-05,22.49,40.59,7181.87,67.28,51.63
2021-06-06,22.49,81.38,4042.02,81.08,39.84
2021-06-07,22.49,87.09,5980.83,89.2,67.72
2021-06-08,22.49,44.3,7659.1,77.93,69.16
2021-06-09,22.49,35.11,6220.57,89.25,197.23
2021-06-10,22.49,87.61,6926.48,83.89,191.65
2021-06-11,22.49,33.19,3363.3,82.19,66.57
2021-06-12,22.49,67.2,7438.18,76.82,31.62
2021-06-13,22.49,44.26,3990.93,69.63,35.47
2021-06-14,22.49,35.46,5830.4,89.06,184.8
2021-06-15,22.49,40.13,2630.12,66.48,176.32
2021-06-16,22.49,64.41,6853.56,76.03,163.86
2021-06-17,22.49,34.34,6709.13,67.69,184.56
2021-06-18,22.49,57.96,1253.03,84.91,168.51
2021-06-19,22.49,47.53,7441.85,79.05,133.17
2021-06-20,22.49,39.21,3562.92,73.18,193.88
2021-06-21,22.49,83.67,3806.77,62.2,141.16
2021-06-22,22.49,54.04,4743.92,82.17,146.13
2021-06-23,22.49,67.29,6305.46,68.48,161.41
2021-06-24,22.49,78.85,2977.64,70.8,71.89
2021-06-25,22.49,37.64,1187.93,69.02,134.13
2021-06-26,22.49,73.7,4730.07,88.75,199.55
2021-06-27,22.49,31.93,2920.54,65.31,136.75
2021-06-28,22.49,64.65,4220.4,60.14,44.74
2021-06-29,22.49,50.88,7565.15,68.5,33.39
2021-06-30,22.49,83.82,1301.36,74.21,74.42
2021-07-01,18.01,37.31,7560.91,70.09,163.73
2021-07-02,16.7,72.58,7203.07,70.49,58.84
2021-07-03,15.12,57.13,10852.74,66.07,31.87
2021-07-04,17.23,60.94,8510.64,83.54,70.89
2021-07-05,16.22,36.14,5666.75,71.83,133.07
2021-07-06,15.83,88.61,1972.91,60.1,38.55
2021-07-07,16.57,62.11,3833.59,79.41,113.13
2021-07-08,15.91,38.95,3297.42,89.28,109.15
2021-07-09,16.52,35.42,6955.81,74.23,157.03
2021-07-10,16.77,45.02,7039.14,60.19,102.81
2021-07-11,16.32,78.21,3388.79,85.75,81.1
2021-07-12,16.43,43.27,4635.69,65.88,175.03
2021-07-13,17.79,40.88,4626.3,88.33,98.14
2021-07-14,15.01,71.62,10399.78,61.17,89.15
2021-07-15,16.21,70.81,9869.11,67.49,125.66
2021-07-16,17.45,44.79,9238.97,62.56,53.15
2021-07-17,15.75,74.93,7683.82,60.3,143.06
2021-07-18,18.16,77.75,4793.34,62.05,62.85
2021-07-19,15.35,88.09,9351.54,89.38,63.93
2021-07-20,16.6,31.53,8246.88,67.36,127.7
2021-07-21,17.9,44.96,4628.68,84.91,102.48
2021-07-22,15.03,71.03,3725.52,82.2,115.54
2021-07-23,17.22,55.16,11172.46,62.15,85.81
2021-07-24,17.32,87.63,8157.48,60.73,171.95
2021-07-25,15.87,33.99,11993.36,74.73,88.57
2021-07-26,17.32,57.87,8340.03,86.37,139.4
2021-07-27,15.57,32.33,7121.27,60.07,199.7
2021-07-28,16.07,68.58,8516.13,88.79,130.21
2021-07-29,15.84,33.31,3576.1,73.21,196.38
2021-07-30,15.73,51.3,10222.54,81.34,67.27
2021-07-31,15.86,34.59,8856.97,77.25,48.79
2021-08-01,12.3,34.99,3731.64,77.03,151.42
2021-08-02,9.72,81.67,9165.68,72.28,83.18
2021-08-03,10.9,52.86,11583.23,64.06,63.68
2021-08-04,9.57,81.52,6793.08,63.34,130.6
2021-08-05,14.47,34.09,8637.7,84.87,53.37
2021-08-06,15.26,81.48,10302.32,83.93,45.59
2021-08-07,11.92,46.58,4354.17,67.19,93.48
2021-08-08,10.83,47.55,11334.9,83.85,199.07
2021-08-09,11.24,54.19,7648.29,71.55,94.68
2021-08-10,14.23,89.34,11358.45,75.44,53.43
2021-08-11,13.1,37.87,9035.6,66.13,138.88
2021-08-12,12.86,44.4,13694.18,80.47,179.67
2021-08-13,12.4,65.18,12311.12,64.08,53.66
2021-08-14,10.49,34.23,8589.73,62.65,48.56
2021-08-15,15.05,68.97,11305.99,66.9,66.0
2021-08-16,10.55,30.91,11777.33,77.85,184.29
2021-08-17,13.36,60.97,11449.06,80.78,80.5
2021-08-18,14.71,82.96,14307.6,75.18,70.0
2021-08-19,10.8,82.64,14767.08,68.07,199.11
2021-08-20,10.13,44.8,3557.57,74.62,155.33
2021-08-21,11.79,43.73,12104.07,70.18,53.38
2021-08-22,14.56,49.06,6005.09,83.97,62.62
2021-08-23,15.4,77.0,10173.9,61.19,54.44
2021-08-24,9.73,34.59,5392.68,65.55,86.35
2021-08-25,15.01,79.55,14617.81,80.18,130.74
2021-08-26,11.93,78.36,10160.95,64.84,122.75
2021-08-27,15.36,84.28,5028.29,84.01,78.51
2021-08-28,13.09,37.73,6291.38,84.52,149.38
2021-08-29,10.18,86.81,6748.27,64.12,111.78
2021-08-30,14.56,87.58,6051.09,63.0,32.25
2021-08-31,11.1,44.47,10829.38,86.82,198.47
2021-09-01,12.48,51.95,13075.04,73.5,79.97
2021-09-02,12.17,76.14,12335.15,60.84,62.84
2021-09-03,11.72,44.94,2294.79,75.76,114.83
2021-09-04,10.32,47.67,11550.11,70.1,82.56
2021-09-05,7.71,59.8,6491.16,75.1,112.69
2021-09-06,14.2,47.65,4588.62,81.56,148.64
2021-09-07,10.08,72.52,5905.89,63.76,79.18
2021-09-08,13.5,61.82,3445.97,88.09,185.63
2021-09-09,14.26,47.42,14196.55,63.79,86.99
2021-09-10,9.0,35.94,3745.13,88.49,184.64
2021-09-11,11.84,42.11,14712.68,82.32,56.88
2021-09-12,12.4,72.23,11345.7,65.06,90.37
2021-09-13,13.97,87.19,6884.38,84.56,124.24
2021-09-14,13.3,55.67,7618.45,85.63,147.31
2021-09-15,8.81,52.72,3181.29,73.2,61.78
2021-09-16,9.34,50.25,10291.84,74.06,47.39
2021-09-17,10.45,51.92,6720.8,63.0,183.39
2021-09-18,7.77,39.3,10768.55,78.1,124.46
2021-09-19,12.06,58.81,9499.15,88.13,88.26
2021-09-20,7.79,86.48,11042.15,66.45,139.5
2021-09-21,9.97,78.57,6846.16,67.62,122.97
2021-09-22,7.92,58.72,10060.77,74.63,138.19
2021-09-23,9.52,63.46,2862.35,82.39,165.29
2021-09-24,13.77,84.54,4678.21,60.67,77.41
2021-09-25,13.57,69.04,9109.87,69.22,117.28
2021-09-26,9.58,70.7,9979.09,69.78,116.51
2021-09-27,12.67,50.77,13239.84,75.56,72.87
2021-09-28,13.61,85.43,8769.21,65.81,189.33
2021-09-29,11.81,64.48,8856.32,80.4,140.96
2021-09-30,12.43,75.23,6347.0,74.67,131.09
2021-10-01,12.16,77.76,10919.47,66.12,102.16
2021-10-02,10.91,38.94,13443.7,85.23,90.33
2021-10-03,11.16,49.23,1921.93,88.21,37.94
2021-10-04,14.7,58.9,7581.43,64.97,49.09
2021-10-05,15.48,35.71,3829.48,70.66,111.13
2021-10-06,12.9,60.97,3666.4,88.73,183.97
2021-10-07,11.98,72.67,11025.24,74.75,196.54
2021-10-08,12.84,78.99,8318.73,72.28,62.47
2021-10-09,11.38,65.81,10444.78,66.37,77.27
2021-10-10,13.82,76.05,6092.34,80.4,150.27
2021-10-11,12.98,45.18,6023.35,74.88,75.75
2021-10-12,14.48,57.56,3573.07,89.43,150.94
2021-10-13,10.9,70.52,14617.14,60.43,173.74
2021-10-14,13.66,41.97,12092.55,64.89,196.44
2021-10-15,12.64,80.69,12000.68,79.09,193.32
2021-10-16,12.56,33.06,7098.55,68.8,84.39
2021-10-17,14.33,30.51,3240.49,88.16,76.12
2021-10-18,12.45,31.13,14334.28,61.77,174.3
2021-10-19,15.55,70.76,10239.49,89.48,176.55
2021-10-20,10.27,31.4,12272.22,64.42,188.78
2021-10-21,12.37,82.44,5906.24,64.05,73.98
2021-10-22,15.53,64.59,10727.23,65.38,139.49
2021-10-23,14.9,47.66,14664.64,78.76,71.78
2021-10-24,12.9,84.63,5099.76,61.25,153.33
2021-10-25,15.52,65.82,1915.5,69.61,82.04
2021-10-26,14.94,62.4,9696.71,87.07,88.05
2021-10-27,13.29,49.23,13505.26,68.12,80.82
2021-10-28,10.2,47.53,14662.45,78.77,88.87
2021-10-29,14.31,68.25,2874.71,86.24,179.8
2021-10-30,14.88,72.88,8005.43,61.62,187.85
2021-10-31,9.79,78.99,7702.08,77.03,120.95
2021-11-01,18.1,75.5,10131.45,88.14,84.68
2021-11-02,16.86,82.78,5826.1,86.05,190.73
2021-11-03,15.98,88.01,7120.86,62.22,37.98
2021-11-04,17.02,45.95,6921.13,72.22,108.28
2021-11-05,18.33,66.77,3232.99,82.48,147.38
2021-11-06,16.09,61.37,7871.35,87.0,169.47
2021-11-07,17.12,69.5,10588.41,63.38,55.22
2021-11-08,16.3,50.51,2601.35,86.4,113.71
2021-11-09,15.72,52.83,5890.56,87.69,162.1
2021-11-10,17.38,46.37,5400.67,72.17,184.81
2021-11-11,16.41,45.28,4608.98,81.58,147.58
2021-11-12,15.02,34.4,8500.43,83.72,118.79
2021-11-13,18.47,76.45,7128.62,78.46,90.4
2021-11-14,15.05,75.34,8540.74,72.21,63.64
2021-11-15,18.15,38.78,2351.49,85.62,157.47
2021-11-16,16.48,82.19,1555.01,71.47,72.38
2021-11-17,16.79,61.06,9367.59,84.41,53.58
2021-11-18,16.12,79.56,2889.47,77.53,38.04
2021-11-19,15.0,31.43,5507.91,87.81,184.89
2021-11-20,18.1,76.37,11531.83,62.39,95.4
2021-11-21,15.62,76.1,8369.11,60.3,169.46
2021-11-22,18.13,50.15,9559.63,74.06,95.33
2021-11-23,17.15,84.12,1635.86,87.25,63.9
2021-11-24,16.13,78.6,11713.08,80.61,89.13
2021-11-25,15.92,48.93,7626.93,68.67,68.21
2021-11-26,16.75,47.64,9475.41,79.52,177.09
2021-11-27,17.06,60.23,9644.07,68.79,107.48
2021-11-28,18.22,37.25,10415.94,84.6,112.73
2021-11-29,17.22,65.26,5736.67,85.93,66.67
2021-11-30,17.27,51.52,10278.07,82.91,58.07
2021-12-01,22.49,87.24,6500.63,75.58,168.35
2021-12-02,22.49,80.08,5619.92,69.66,91.0
2021-12-03,22.49,53.29,1586.63,84.04,121.64
2021-12-04,22.49,35.92,7856.79,88.81,74.41
2021-12-05,22.49,46.98,5031.95,80.69,39.39
2021-12-06,22.49,86.06,7912.97,67.96,72.39
2021-12-07,22.49,46.29,5939.48,85.6,176.19
2021-12-08,22.49,43.97,3689.27,63.76,70.43
2021-12-09,22.49,34.79,7844.13,64.34,106.92
2021-12-10,22.49,83.37,4819.79,87.87,72.35
2021-12-11,22.49,76.33,6696.93,61.5,145.79
2021-12-12,22.49,42.79,1872.32,64.63,114.33
2021-12-13,22.49,75.8,3767.62,79.53,94.94
2021-12-14,22.49,60.34,7403.38,81.32,38.17
2021-12-15,22.49,70.62,3972.94,68.3,71.52
2021-12-16,22.49,57.57,3849.17,76.29,169.01
2021-12-17,22.49,71.39,5605.22,69.72,170.39
2021-12-18,22.49,57.16,1497.15,72.75,90.66
2021-12-19,22.49,58.48,2605.82,66.43,31.98
2021-12-20,22.49,70.47,2296.16,78.34,148.09
2021-12-21,22.49,63.9,2350.13,72.89,148.09
2021-12-22,22.49,87.96,3490.65,70.79,50.7
2021-12-23,22.49,49.71,6404.32,69.31,114.55
2021-12-24,22.49,32.14,7215.2,65.2,36.56
2021-12-25,22.49,88.6,5732.57,67.78,52.71
2021-12-26,22.49,80.98,5687.52,85.97,162.32
2021-12-27,22.49,78.64,6843.21,66.82,66.09
2021-12-28,22.49,81.15,2218.18,84.73,156.75
2021-12-29,22.49,47.91,4418.13,74.52,104.08
2021-12-30,22.49,84.16,4803.83,63.89,132.85
2021-12-31,22.49,67.77,1917.51,85.63,66.77
2022-01-01,29.19,79.83,7315.37,81.41,101.54
2022-01-02,29.97,85.16,5094.78,77.82,43.52
2022-01-03,28.72,40.93,3298.47,82.45,119.64
2022-01-04,28.07,54.05,11821.68,84.0,31.86
2022-01-05,29.47,76.71,11148.63,60.07,65.88
2022-01-06,28.09,45.88,2613.5,77.05,86.53
2022-01-07,29.71,38.49,8163.43,62.11,118.16
2022-01-08,28.1,41.76,5848.26,60.98,63.78
2022-01-09,29.01,34.86,9350.73,68.05,180.1
2022-01-10,29.89,88.95,8639.19,64.96,46.26
2022-01-11,29.37,45.25,7419.0,73.17,100.07
2022-01-12,27.46,49.23,8206.45,68.6,54.92
2022-01-13,27.57,35.41,7559.32,61.23,185.26
2022-01-14,27.94,44.32,4211.05,80.86,48.43
2022-01-15,27.92,30.49,1585.28,82.06,144.29
2022-01-16,28.25,85.83,9467.75,86.2,75.98
2022-01-17,28.5,60.57,3638.56,77.76,99.33
2022-01-18,27.6,83.21,8469.27,89.07,38.89
2022-01-19,29.93,76.93,6179.81,88.81,101.8
2022-01-20,29.64,53.12,4788.95,65.04,76.66
2022-01-21,27.43,56.64,2122.35,70.05,99.32
2022-01-22,29.45,30.37,8046.35,64.87,166.64
2022-01-23,29.35,58.86,4714.2,89.02,39.31
2022-01-24,29.16,42.14,8700.7,78.58,187.38
2022-01-25,28.11,30.06,5008.47,77.18,105.71
2022-01-26,28.0,67.15,9150.01,62.35,150.41
2022-01-27,29.09,45.51,6998.26,74.53,172.3
2022-01-28,28.78,76.27,5807.81,63.86,68.23
2022-01-29,28.92,48.36,2105.67,66.94,133.14
2022-01-30,29.84,69.05,3450.61,63.88,75.1
2022-01-31,29.5,87.83,6257.76,60.95,197.98
2022-02-01,30.74,40.76,3715.53,89.26,94.17
2022-02-02,29.84,54.99,11942.39,76.09,95.7
2022-02-03,34.82,47.11,6697.28,80.35,183.35
2022-02-04,30.39,42.64,14454.48,71.73,181.19
2022-02-05,30.33,82.42,4932.27,82.31,62.88
2022-02-06,31.14,54.81,2013.16,70.94,31.57
2022-02-07,30.08,59.95,7840.94,72.66,174.47
2022-02-08,32.07,30.24,3784.27,62.62,61.19
2022-02-09,30.79,51.4,7631.11,61.82,163.6
2022-02-10,31.08,43.21,3894.23,67.44,69.29
2022-02-11,34.14,83.78,9946.44,77.3,58.69
2022-02-12,30.73,30.07,11996.8,69.76,79.52
2022-02-13,35.14,31.49,3574.89,75.4,89.36
2022-02-14,30.63,45.77,10442.73,85.59,126.61
2022-02-15,33.26,34.22,4715.82,81.91,173.24
2022-02-16,34.02,82.82,7599.77,62.78,132.6
2022-02-17,35.47,44.96,4578.3,68.65,84.18
2022-02-18,32.38,86.56,6210.98,87.42,124.48
2022-02-19,32.04,46.5,3245.11,84.38,95.52
2022-02-20,33.07,49.56,4825.57,80.96,66.72
2022-02-21,34.14,57.78,5596.44,63.55,186.73
2022-02-22,30.45,61.53,11183.55,64.93,60.19
2022-02-23,33.13,61.64,4100.45,81.11,151.88
2022-02-24,34.62,39.87,2113.28,82.93,167.27
2022-02-25,32.38,48.63,1955.68,77.74,93.34
2022-02-26,33.85,73.71,7393.02,73.38,163.83
2022-02-27,29.63,76.09,12663.63,74.89,53.42
2022-02-28,31.45,45.31,13366.67,85.47,47.48
2022-03-01,35.11,75.99,14685.24,62.67,162.8
2022-03-02,34.32,34.43,4285.09,78.7,92.82
2022-03-03,32.49,66.92,12356.42,87.71,104.05
2022-03-04,34.13,89.83,13607.58,78.0,54.05
2022-03-05,35.64,79.7,15446.84,67.31,48.37
2022-03-06,33.56,40.74,7491.21,80.35,115.11
2022-03-07,32.42,57.49,9091.69,60.21,98.91
2022-03-08,37.08,42.9,7349.48,76.2,163.43
2022-03-09,33.01,79.85,5376.39,64.0,153.79
2022-03-10,34.43,63.57,11935.04,76.16,65.46
2022-03-11,36.91,88.23,2804.62,86.96,196.16
2022-03-12,31.39,71.09,5914.83,85.44,166.54
2022-03-13,34.21,77.18,2081.38,70.91,163.55
2022-03-14,34.98,83.38,11132.0,78.45,32.63
2022-03-15,33.99,33.02,7062.96,81.48,87.65
2022-03-16,35.51,30.75,10032.69,89.4,83.42
2022-03-17,31.61,43.94,2295.64,70.79,157.96
2022-03-18,32.88,84.87,13904.64,83.05,154.61
2022-03-19,34.25,45.01,9261.37,74.17,113.96
2022-03-20,34.41,42.07,12150.08,69.9,57.16
2022-03-21,33.25,33.81,6308.42,72.88,57.68
2022-03-22,32.07,40.02,10080.64,61.73,89.99
2022-03-23,36.65,44.31,14897.27,87.44,65.71
2022-03-24,35.58,34.52,12004.83,89.88,141.24
2022-03-25,30.81,47.78,15933.12,83.18,83.46
2022-03-26,34.8,87.48,14301.25,72.85,135.64
2022-03-27,32.87,68.99,13426.09,80.95,120.8
2022-03-28,32.76,88.8,11247.08,76.87,119.39
2022-03-29,32.82,56.14,2666.27,69.51,153.64
2022-03-30,32.87,72.28,4531.62,88.02,196.4
2022-03-31,34.57,88.54,8275.35,84.57,48.44
2022-04-01,32.8,34.21,2915.1,84.77,176.25
2022-04-02,30.16,57.13,4320.88,71.31,156.66
2022-04-03,29.84,33.26,2508.02,71.66,124.51
2022-04-04,31.58,47.6,6824.56,77.53,100.91
2022-04-05,31.86,79.07,14644.55,89.89,191.06
2022-04-06,29.9,87.39,10575.87,82.05,160.21
2022-04-07,30.39,32.83,11238.99,83.3,93.34
2022-04-08,32.04,61.72,8322.7,88.88,106.75
2022-04-09,33.07,87.94,13835.45,86.24,31.82
2022-04-10,32.2,80.61,10618.62,62.85,71.99
2022-04-11,31.41,48.59,4764.11,75.91,47.05
2022-04-12,32.12,38.51,3110.94,61.79,147.81
2022-04-13,33.86,48.19,5626.98,70.67,35.45
2022-04-14,32.8,45.84,3589.54,79.59,108.53
2022-04-15,31.0,82.71,12664.88,67.21,132.68
2022-04-16,30.58,47.51,3080.73,76.83,195.26
2022-04-17,33.45,34.31,11595.03,69.53,128.97
2022-04-18,34.88,73.37,5482.56,61.02,84.89
2022-04-19,29.44,60.44,8671.46,63.39,151.69
2022-04-20,33.69,70.68,3620.71,73.76,128.87
2022-04-21,33.97,42.39,8815.68,74.78,191.05
2022-04-22,32.31,73.33,7526.16,75.1,192.82
2022-04-23,34.76,39.76,8516.7,66.71,126.33
2022-04-24,29.72,48.8,7476.84,68.25,156.58
2022-04-25,31.84,50.52,4111.81,89.69,59.9
2022-04-26,35.24,42.68,3989.65,88.57,139.71
2022-04-27,34.33,46.04,14338.3,80.26,101.78
2022-04-28,31.83,70.42,4053.36,85.36,163.02
2022-04-29,31.16,35.16,5807.49,79.99,94.98
2022-04-30,29.6,54.12,14016.98,64.78,38.81
2022-05-01,29.85,44.04,9011.84,69.27,73.23
2022-05-02,28.55,60.97,6125.23,81.4,73.7
2022-05-03,27.61,79.88,4908.8,89.98,146.17
2022-05-04,29.0,79.81,8399.17,60.6,68.02
2022-05-05,29.83,40.88,7166.48,60.13,145.42
2022-05-06,26.81,42.44,2517.67,79.84,123.0
2022-05-07,28.34,40.35,8237.12,77.98,134.12
2022-05-08,27.83,44.71,10054.19,69.89,189.78
2022-05-09,27.48,82.68,11984.85,85.26,196.8
2022-05-10,29.56,71.55,5716.25,67.31,119.75
2022-05-11,28.94,67.57,11371.47,65.54,48.35
2022-05-12,29.76,46.25,3130.23,73.39,130.76
2022-05-13,28.97,42.5,5545.35,80.7,189.53
2022-05-14,28.2,83.15,3505.67,84.87,133.66
2022-05-15,29.62,71.75,2989.87,87.77,171.93
2022-05-16,27.21,80.78,8114.38,82.77,103.64
2022-05-17,28.54,63.04,9025.26,69.2,61.65
2022-05-18,27.2,77.8,4441.54,64.5,44.14
2022-05-19,29.56,50.75,2450.3,85.03,48.15
2022-05-20,29.47,67.13,9236.94,60.43,81.78
2022-05-21,29.43,89.33,6867.91,76.92,84.5
2022-05-22,28.46,76.46,5523.09,86.06,59.94
2022-05-23,27.43,84.21,10344.8,76.92,135.55
2022-05-24,28.04,80.85,9381.31,79.66,60.91
2022-05-25,29.32,46.49,5781.61,65.29,188.21
2022-05-26,29.79,65.83,1603.24,61.17,94.86
2022-05-27,28.75,58.44,1633.89,72.27,159.99
2022-05-28,29.22,86.23,2934.23,68.21,199.95
2022-05-29,27.78,66.04,11989.44,73.81,121.49
2022-05-30,29.94,66.92,3068.88,88.4,152.05
2022-05-31,28.22,54.27,6633.8,66.12,63.46
2022-06-01,22.49,50.65,1542.35,71.89,35.65
2022-06-02,22.49,40.77,3575.06,83.52,141.12
2022-06-03,22.49,84.46,2447.95,82.99,193.96
2022-06-04,22.49,65.26,5086.22,66.64,82.58
2022-06-05,22.49,79.34,1651.96,89.26,177.46
2022-06-06,22.49,73.72,3570.23,71.74,98.95
2022-06-07,22.49,36.32,4226.68,71.3,188.08
2022-06-08,22.49,86.26,7199.76,66.09,50.71
2022-06-09,22.49,52.83,3493.54,68.82,48.4
2022-06-10,22.49,43.22,6071.32,83.36,105.0
2022-06-11,22.49,80.94,4705.78,83.94,106.26
2022-06-12,22.49,72.97,6422.8,79.31,149.25
2022-06-13,22.49,81.22,1177.3,65.19,64.55
2022-06-14,22.49,46.25,3532.12,88.75,53.73
2022-06-15,22.49,33.43,2720.29,74.23,152.15
2022-06-16,22.49,54.79,4883.25,60.07,84.28
2022-06-17,22.49,83.44,7820.01,61.83,179.37
2022-06-18,22.49,86.55,4427.11,84.71,147.72
2022-06-19,22.49,46.38,1925.86,68.33,143.71
2022-06-20,22.49,86.75,6176.67,80.22,58.49
2022-06-21,22.49,52.76,5122.51,77.74,197.8
2022-06-22,22.49,43.0,7189.88,76.08,162.29
2022-06-23,22.49,38.56,5844.49,72.53,195.48
2022-06-24,22.49,34.04,1702.14,67.59,163.64
2022-06-25,22.49,83.08,1325.9,62.53,195.61
2022-06-26,22.49,30.66,5582.15,88.47,193.91
2022-06-27,22.49,53.11,5491.75,68.41,186.8
2022-06-28,22.49,34.96,1189.29,64.79,67.1
2022-06-29,22.49,87.99,5393.31,87.12,90.16
2022-06-30,22.49,66.97,5778.46,87.75,77.46
2022-07-01,16.04,39.33,5949.25,69.84,52.98
2022-07-02,16.51,53.46,10598.55,75.51,141.08
2022-07-03,17.58,60.71,4423.48,74.78,128.79
2022-07-04,17.81,36.27,5229.05,84.06,68.25
2022-07-05,16.38,44.54,11520.67,73.69,104.84
2022-07-06,15.24,72.78,3001.79,81.73,179.23
2022-07-07,15.25,77.23,6401.3,71.29,30.13
2022-07-08,15.87,57.11,7545.48,87.99,183.08
2022-07-09,15.94,37.69,3085.12,87.41,138.92
2022-07-10,15.52,50.84,9809.88,60.27,158.19
2022-07-11,15.66,59.47,6414.36,65.01,153.0
2022-07-12,17.91,70.9,10111.66,87.7,49.94
2022-07-13,15.43,43.34,6282.74,86.36,140.06
2022-07-14,16.67,76.7,2421.84,74.41,112.66
2022-07-15,15.86,75.63,8157.77,74.49,92.09
2022-07-16,15.45,71.95,7969.66,69.02,97.08
2022-07-17,15.51,36.01,7763.51,60.06,105.16
2022-07-18,17.92,68.01,8128.2,67.45,45.12
2022-07-19,15.39,84.87,9726.91,71.18,142.67
2022-07-20,18.04,45.1,5213.34,82.01,71.82
2022-07-21,18.29,41.88,11644.58,74.2,114.24
2022-07-22,18.4,51.03,6508.26,83.79,145.35
2022-07-23,15.27,68.15,5952.1,89.93,152.57
2022-07-24,17.18,69.25,6493.08,85.68,94.33
2022-07-25,16.25,50.81,4667.54,79.94,60.41
2022-07-26,15.11,78.69,4788.15,82.4,37.95
2022-07-27,18.31,61.2,2748.27,68.06,174.96
2022-07-28,16.28,59.31,4548.42,75.49,68.63
2022-07-29,16.02,51.5,3885.09,65.59,191.35
2022-07-30,15.32,76.5,10851.12,80.47,31.39
2022-07-31,16.21,53.8,6820.7,62.28,103.4
2022-08-01,10.27,85.88,7752.3,74.63,43.18
2022-08-02,13.19,45.77,2136.73,61.95,94.63
2022-08-03,11.25,35.53,10589.51,79.99,168.77
2022-08-04,12.49,40.91,9347.98,89.21,91.89
2022-08-05,14.57,69.21,3915.39,79.86,52.61
2022-08-06,12.92,86.68,11677.58,78.61,140.95
2022-08-07,10.64,64.01,11114.05,61.36,194.42
2022-08-08,11.15,73.77,12476.79,71.7,62.29
2022-08-09,12.67,69.53,8148.29,82.04,105.24
2022-08-10,12.58,77.68,6937.73,65.25,40.32
2022-08-11,13.12,77.18,14240.95,69.74,47.39
2022-08-12,14.16,43.42,2476.55,73.61,184.16
2022-08-13,10.43,66.9,12033.94,66.15,181.53
2022-08-14,13.44,53.49,9699.14,61.3,99.22
2022-08-15,13.22,50.33,4491.48,78.14,159.09
2022-08-16,14.5,51.6,8118.7,63.93,90.06
2022-08-17,10.37,33.39,7859.35,83.09,170.75
2022-08-18,11.24,35.74,5870.36,80.99,82.02
2022-08-19,12.51,69.49,11523.83,72.33,110.92
2022-08-20,14.07,31.0,3940.53,61.96,104.02
2022-08-21,12.73,81.31,5284.11,71.72,34.14
2022-08-22,11.1,73.79,6589.8,79.94,188.69
2022-08-23,10.1,31.48,5356.55,89.66,91.8
2022-08-24,11.49,44.87,11169.03,83.35,195.09
2022-08-25,11.77,39.44,11781.61,85.51,142.36
2022-08-26,14.28,45.45,13610.25,78.15,95.67
2022-08-27,13.42,34.54,3969.22,84.81,48.78
2022-08-28,12.56,66.88,3453.28,83.31,126.35
2022-08-29,14.12,36.67,11186.41,60.72,48.92
2022-08-30,10.08,78.31,7139.59,65.67,128.11
2022-08-31,13.75,46.09,9927.07,80.01,58.67
2022-09-01,13.71,72.1,6515.51,78.48,64.81
2022-09-02,12.47,58.72,9460.24,65.15,82.78
2022-09-03,13.4,57.47,8484.07,75.71,57.9
2022-09-04,10.56,53.31,9049.42,79.26,180.0
2022-09-05,8.82,52.38,12262.44,74.44,93.63
2022-09-06,11.3,79.29,8786.09,75.36,156.67
2022-09-07,11.58,89.52,15962.73,61.65,179.07
2022-09-08,13.61,86.9,3447.79,83.64,46.47
2022-09-09,8.1,57.71,5926.4,67.15,106.76
2022-09-10,13.59,49.33,14329.53,87.49,151.78
2022-09-11,13.68,79.08,6602.89,88.24,88.68
2022-09-12,13.82,46.9,15183.67,71.66,116.62
2022-09-13,9.04,46.16,10813.22,73.67,163.5
2022-09-14,9.68,50.01,6794.45,81.13,175.63
2022-09-15,13.94,45.71,12790.17,79.17,194.26
2022-09-16,13.14,34.58,13089.65,68.79,49.41
2022-09-17,14.45,73.3,4961.29,64.38,38.93
2022-09-18,9.71,45.16,12134.23,68.41,60.7
2022-09-19,10.97,81.88,15134.73,83.61,92.37
2022-09-20,7.68,30.78,15632.92,72.5,88.31
2022-09-21,13.78,50.0,10679.3,64.15,80.36
