date,avg_temperature,humidity,co2_emission,energy_consumption,renewable_share,urban_population,industrial_activity_index,energy_price
14/12/2020,22.49,54.1,378.52,6482.46,9.52,83.94,67.65,175.58
15/12/2020,22.49,82.32,135.07,1278.58,9.29,73.44,56.83,125.16
16/12/2020,22.49,44.12,144.96,5097.43,8.89,89.45,69.68,146.74
17/12/2020,22.49,52.52,174.35,6731,14.4,87.67,72.48,104.02
18/12/2020,22.49,53.74,83.71,7981.74,10.46,80.8,41.19,90.35
19/12/2020,22.49,72.14,424.77,7168.81,8.32,87.86,57.8,119.29
20/12/2020,22.49,54.02,130.4,2885.81,7.07,82.94,61.34,78.71
21/12/2020,22.49,72.05,382.84,5072.47,13.86,72.88,87.24,145.76
22/12/2020,22.49,89.65,161.6,3973.89,8.74,84.13,88.6,168.09
23/12/2020,22.49,49.27,439.68,5772.57,7.76,79.93,51.63,36.63
24/12/2020,22.49,60.58,226.2,4812.26,5.8,72.9,95.32,183.04
25/12/2020,22.49,45.02,433.4,1283.51,7.63,84.02,41.55,166.63
26/12/2020,22.49,70.71,455.14,6118.55,7.19,63.79,52.77,197.54
27/12/2020,22.49,60.34,292.03,3938.15,6.45,83.46,54.64,116.81
28/12/2020,22.49,65.61,134.77,5465,7.97,61.33,65.12,180.01
29/12/2020,22.49,47.68,63.81,4410.38,9.19,78.73,81.89,36.2
30/12/2020,22.49,32.35,317.81,5056.3,8.6,63.19,92.16,102.89
31/12/2020,22.49,51.25,361.03,3026.14,14.42,73.32,95.46,35.49
1/1/2021,27,34.34,513.6,2400.47,15.03,66.68,72.41,170.62
2/1/2021,28.03,66.3,532.07,7729.16,8.46,73.31,91.75,187.28
3/1/2021,28.1,64.57,521.88,8879.42,16.73,68.44,82.14,59.51
4/1/2021,28.98,73.32,371.03,11843.81,17.03,76.4,45.86,170.72
5/1/2021,26.9,44.4,622.25,2084.17,16.66,88.71,59.99,127.21
6/1/2021,27.5,32.72,371.26,11711.55,17.66,68.97,77.16,183.9
7/1/2021,27.25,84.46,391.72,11420.04,15.42,75.49,63.88,64.07
8/1/2021,27.02,78.69,159.31,10049.12,12.73,72.11,70.31,192.16
9/1/2021,29.9,40.01,357.8,10519.81,13.69,89.8,88.15,111.73
10/1/2021,28.45,88.62,509.08,10396.12,14.25,64.5,66.53,199.33
11/1/2021,27.66,82.75,567.1,2404.01,9.93,67.89,80.68,87.37
12/1/2021,28.46,43.28,395.91,7126.34,17.65,86.63,86.62,118.13
13/1/2021,27.9,41.1,348.31,8918.03,15.59,65.2,62.3,87.61
14/1/2021,27.54,72.5,348.53,5238.31,13.63,76.49,43.19,36.46
15/1/2021,27.64,73.67,553.74,6991.24,9.2,89.84,86.24,169.76
16/1/2021,27.51,54.72,430.21,5248.94,13.98,75.22,57.88,101.87
17/1/2021,27.57,40.9,692.54,6182.17,8.59,75.12,53.93,123.19
18/1/2021,27.27,82.17,312.75,9002.16,9.97,78.59,48.53,66.05
19/1/2021,28.83,57.46,738.14,8479.59,15.53,86.52,51.56,63.98
20/1/2021,26.65,57.41,738.02,8950.43,11.47,84.76,80.51,129.53
21/1/2021,28.57,84.67,273.98,4153.4,13.75,80.58,72.04,166.85
22/1/2021,26.5,73.34,170.09,1692.75,8.27,86.03,94.3,102.47
23/1/2021,28.45,55.88,519.71,7381.63,10.64,75.99,56.45,110.16
24/1/2021,26.83,83.52,307.42,8384.97,9.44,71.96,99.51,71.76
25/1/2021,26.5,84.56,435.5,5925.78,12.58,88.26,45.33,131.6
26/1/2021,27.77,76.11,641.41,5529.68,13.1,73.25,82.23,64.57
27/1/2021,28.05,77.67,172.17,7081.63,13.45,68.99,64.08,48.25
28/1/2021,29.68,70.31,743.91,2872.72,12.2,71.85,71.54,82
29/1/2021,28.12,68.03,585.85,3074.38,7.8,84.88,69.63,121.62
30/1/2021,26.97,30.22,135.17,7055.66,16.01,72.99,67.42,119.21
31/1/2021,29.09,57.24,389.12,2588.71,10.92,89.94,84.98,159.09
1/2/2021,31.89,56.17,400.87,10407.64,14.07,70.81,58.65,168.65
2/2/2021,30.27,38.29,628.97,14901.11,8.73,85.21,84.21,181.15
3/2/2021,30.57,68.03,112.84,8256.61,14.05,85.65,98.71,176.27
4/2/2021,31.94,56.85,100.92,3672.32,11.45,75.86,56.95,52.99
5/2/2021,33.5,34.68,929.85,8396.51,16.3,88.11,57.44,46.02
6/2/2021,31.01,58.97,631.48,5835.92,18.09,70.57,86.61,111.98
7/2/2021,35.33,46.82,572.4,9605.63,11.13,84.14,98.19,179.71
8/2/2021,29.79,35.82,327.75,3816.42,12.17,70.38,41.62,119.02
9/2/2021,32.3,69.24,326.1,14609.56,17.13,66.22,55.03,187.58
10/2/2021,35.34,53.19,449.48,4586.04,14.99,86.56,98.15,175.94
11/2/2021,30.21,82.95,418.57,2630.31,9.84,81.4,41.28,183.38
12/2/2021,32.16,30.69,690,7573.58,12.63,63.43,52.21,193.68
13/2/2021,34.75,77.16,623.29,14343.85,7.64,62.53,76.9,66.14
14/2/2021,33.98,81.35,347.89,7480.3,15.39,62.97,92.64,128.66
15/2/2021,34.77,49.72,539.44,13240.73,10.35,78.8,55.07,141.56
16/2/2021,32.73,52.52,556.01,7402.32,12.3,60.45,46.97,149.72
17/2/2021,31.41,65.3,532.71,3699.78,14.08,86.42,88.16,110.35
18/2/2021,34.93,88.89,846.6,3045.81,16.7,76.35,71.04,83.83
19/2/2021,33.92,47.87,628.21,8369.12,9.14,62.14,77.1,87.36
20/2/2021,32.07,51.23,825.3,13264.12,17.09,74.87,92.25,181.19
21/2/2021,35.21,72.32,780.03,13841.22,17.35,64.42,88.38,140.84
22/2/2021,34.82,38.09,497.17,10626.34,14.33,62.84,41.79,128.77
23/2/2021,33.48,84.1,772.45,13807.99,10.3,77.37,60.4,169.45
24/2/2021,33.75,89.68,124.78,7038.33,11.8,83.01,73.59,111.81
25/2/2021,35.08,46.35,611.14,14195.6,12.08,76.64,54.14,142.1
26/2/2021,30.95,67.94,232.41,6988.44,15.18,88.07,73.24,176.26
27/2/2021,30.24,42.81,572.15,3476.33,9.04,64.14,90.62,41.11
28/2/2021,29.8,34.68,94.8,7043.07,17.75,73.81,81.47,178.81
1/3/2021,32.99,87.46,274.52,11606.6,12.56,75.4,48.75,155.61
2/3/2021,36.04,34.18,976.94,8545.78,9.06,64.92,65.2,195.62
3/3/2021,35.46,81.8,172.55,15276.45,12.05,60.52,69.56,181.74
4/3/2021,32.58,56.45,330.9,12376.27,9.65,66.86,43.89,76.13
5/3/2021,36.32,81.74,793.79,6488.89,16.44,80.51,73.34,67.78
6/3/2021,34.71,76.43,597.29,4935.83,7.9,79.21,71.75,93.42
7/3/2021,31.82,33.2,306.69,13383.47,12.83,88.76,61.76,163.93
8/3/2021,31.33,81.17,804.57,15220.85,12.67,80.2,41.22,74.15
9/3/2021,32.71,67.27,865.16,15407.95,9.07,78.36,57.89,138.95
10/3/2021,32.29,53.5,535.17,13091.81,10.53,76.85,77.43,180.41
11/3/2021,32.09,33.42,228.86,8400.08,13.19,73.2,65.81,106.09
12/3/2021,33.65,44.95,834.01,5589.06,14.37,81.96,98.13,69.18
13/3/2021,32.42,43.8,831.3,15364.22,12.65,81.21,88.46,186.85
14/3/2021,35.69,37.09,355.34,10109.91,15.82,61.85,46.15,109.52
15/3/2021,35.42,51.77,670.3,9690.46,9.71,88.12,74.34,41.68
16/3/2021,32.39,37.76,934.18,5006.91,15.18,81.12,94.03,50.25
17/3/2021,35.48,36.62,236.99,5994.9,9.24,86.93,68.57,113.87
18/3/2021,31.38,35.87,280.99,3824.62,8.67,64.28,93.76,102.71
19/3/2021,35.8,60.04,953.4,5219.77,16.76,76.02,58.86,105.5
20/3/2021,34.59,59.03,829.01,8181.49,18,89.98,96.92,133.65
21/3/2021,33.03,85.12,666.71,2323.64,18.13,63.65,52.82,193.28
22/3/2021,32.87,51.58,325.79,7736.42,10.72,85.43,63.32,132.76
23/3/2021,31.22,85.03,972.54,11440.98,15.69,75.7,45.09,190.53
24/3/2021,32.88,53.21,707.69,2409.32,9.22,76.42,44.04,32.2
25/3/2021,34.52,78.83,988.99,4628.03,11.17,68.05,71.67,52.77
26/3/2021,33.43,46.78,711.74,8919.36,14.31,62.9,99.12,130.39
27/3/2021,32.67,33.42,113.68,15594,15.83,85.59,50.14,158.34
28/3/2021,31.51,47.9,992.55,11456.51,8.8,68.82,49.47,189.76
29/3/2021,35.28,78.12,942.03,2509.83,16.2,61.35,60.77,43.09
30/3/2021,31.82,56.96,279.53,8062.58,12.89,65.23,67.36,70.52
31/3/2021,30.98,57.8,114.91,8897.1,12.46,60.78,88.24,137.51
1/4/2021,29.62,70.31,497.28,10198.03,9.05,75.94,71.94,154.98
2/4/2021,29.69,81.15,381.75,6206.54,16.06,81.56,85.33,190.45
3/4/2021,32.18,79.87,597.18,5013.93,15,76.86,64.29,45.54
4/4/2021,33.16,61.7,906.67,2698.52,12.93,76.64,72.29,67.93
5/4/2021,32.35,74.58,844.09,8185.52,9.5,66.33,56.36,50.71
6/4/2021,34.69,84.96,531.75,2105.73,8.53,66.72,71.94,122.32
7/4/2021,33.36,61.93,923.28,3276.75,9.61,89.49,61.69,105.9
8/4/2021,34.38,83.16,289.64,11309.69,11.86,68.31,76,158.73
9/4/2021,34.27,88.77,158.84,12110.2,11.83,70.59,64.22,96
10/4/2021,32.53,43.49,349.27,8094.86,8.4,71.57,82.36,134.51
11/4/2021,32.38,60.51,362.28,14762.47,17.84,74.88,53.62,33.93
12/4/2021,33.9,33.17,523.7,10722.17,10.65,61.86,72.55,32.5
13/4/2021,31.42,62.7,866.88,13595.78,17.51,61.99,54.31,56.13
14/4/2021,30.25,70.53,482.3,9461.69,8.93,83.84,67.43,85.88
15/4/2021,33.35,30.99,762.41,6229.09,7.85,75.19,86.52,109.05
16/4/2021,30.23,36.33,887,11866.35,9.83,82.94,79.46,88.29
17/4/2021,33.2,30.64,673.27,5854.46,10.43,86.14,91.99,193.27
18/4/2021,32.33,77.07,197.08,8077.25,12.74,85.56,73.65,173.05
19/4/2021,29.89,57.59,315.73,8995.03,15.65,87.37,60.14,88.5
20/4/2021,31.59,37.64,580.34,4445.88,17.43,64.39,56.98,181.59
21/4/2021,34.81,79.22,886.47,6041.21,14.03,63.32,97.94,95.41
22/4/2021,31.69,81.45,465.84,10732.23,8.57,77.65,86.04,150.08
23/4/2021,32.09,35.34,418.48,3110.31,10.1,60.63,84.9,105.1
24/4/2021,33.57,65.97,262.33,2773.55,10.54,85.71,96.27,190.54
25/4/2021,30.6,54.91,438.91,4638.35,9.02,74.04,99.22,160.22
26/4/2021,33.95,39.31,796.28,9671.07,10.39,82.07,99.44,168.26
27/4/2021,32.77,74.78,664.94,6686.63,14.32,70.74,76.97,33.77
28/4/2021,32.42,82.82,882.63,2763.73,12.91,60.67,52.94,175.39
29/4/2021,33.66,43.78,479.08,10064.01,11.87,81.34,87,118.34
30/4/2021,31.04,63.46,95.57,12856.72,14.39,62.53,61.18,73.4
1/5/2021,26.87,37.35,505.16,9009.67,13.75,84.37,63.06,106.43
2/5/2021,26.51,67.03,354.19,2153,8.55,64.27,68.81,171.02
3/5/2021,28.92,45.47,131.2,4756.49,16.7,71.3,41.06,105.39
4/5/2021,26.75,61.43,625.55,10761.27,14.54,80,91.67,132.96
5/5/2021,29.82,31.2,394.04,2197.19,9.38,62.27,76.96,74.63
6/5/2021,27.07,53.12,277.1,11935.66,16.35,76.86,57.65,73.5
7/5/2021,27.9,44.03,408.74,5132.88,8.48,88.65,56.46,174.81
8/5/2021,28.41,47.81,476.45,1641.74,15.93,82.27,71.31,69.08
9/5/2021,29.73,59.35,466.36,9905.98,9.22,61.32,79.93,47.97
10/5/2021,28.42,33.2,648.16,2140.89,15.17,63.76,71.37,191.61
11/5/2021,27.12,88.33,749.29,6393.93,11.27,62.3,97.53,129.25
12/5/2021,29.55,63.86,159.08,10863.77,12.86,65.16,79.89,101.22
13/5/2021,27.9,70.73,488.22,9033.38,13.76,74.02,89.7,118.19
14/5/2021,27.04,76.89,83.69,2241.9,16.87,80.2,67.86,106.02
15/5/2021,26.73,44.75,624.26,8016.84,14.02,68.09,67.66,194.71
16/5/2021,29.32,57.49,657.73,8040.55,8.96,60.47,51.83,199.27
17/5/2021,29.68,77.75,85.13,6424.28,10.56,78.79,53.26,126.54
18/5/2021,27.09,35.79,319.87,10377.18,10.6,71.83,90.23,71.69
19/5/2021,27.87,82.41,646.51,6193.28,8.13,66.45,82.12,81.63
20/5/2021,27.89,56.45,723.92,10660.25,14.28,68.61,82.32,183.27
21/5/2021,27.86,56.07,206.85,8575.04,16.92,85.12,44.19,58.05
22/5/2021,27.55,63.71,225.27,7310.41,12.58,86.08,78.33,182.17
23/5/2021,29.52,59.98,609.42,7328.1,16.18,77.93,98.98,53.88
24/5/2021,29.78,33.16,394.39,9166.02,11.05,61.87,91.6,67
25/5/2021,26.5,68.09,126.19,6672.44,17.44,77.21,61.37,72.15
26/5/2021,29.71,49.11,256.77,11915.59,12.28,73.6,83.66,63.84
27/5/2021,26.57,35.52,236.23,9372.89,14.24,69.02,68.21,74.04
28/5/2021,28.29,53.48,245.96,9579.54,15.36,89.81,99.36,144.13
29/5/2021,27.56,63.85,162.82,8883.79,7.58,65.79,73.58,33.88
30/5/2021,29.92,70.47,402.06,8442.52,13.07,69.6,63.16,86.83
31/5/2021,29.61,86.68,368.54,2133,8.77,70.11,92.23,184.24
1/6/2021,22.49,86.47,168.22,4713.68,14.59,76.75,99.2,152.92
2/6/2021,22.49,40.27,426.26,6376.96,14.86,67.62,64.57,46.6
3/6/2021,22.49,63.02,66.5,7617.27,10.61,69.96,62.43,57.91
4/6/2021,22.49,43.84,438.37,3825.89,14.65,73.65,73.8,50.93
5/6/2021,22.49,40.59,216.65,7181.87,7.84,67.28,44.41,51.63
6/6/2021,22.49,81.38,193.01,4042.02,17.75,81.08,95.51,39.84
7/6/2021,22.49,87.09,199.44,5980.83,11.08,89.2,80.6,67.72
8/6/2021,22.49,44.3,227.56,7659.1,13.86,77.93,43.75,69.16
9/6/2021,22.49,35.11,196.57,6220.57,14.35,89.25,65.37,197.23
10/6/2021,22.49,87.61,308,6926.48,11.89,83.89,47.01,191.65
11/6/2021,22.49,33.19,137.28,3363.3,10.37,82.19,46.33,66.57
12/6/2021,22.49,67.2,109.31,7438.18,12.33,76.82,60.38,31.62
13/6/2021,22.49,44.26,117.46,3990.93,17.3,69.63,79.21,35.47
14/6/2021,22.49,35.46,276.59,5830.4,8.29,89.06,61.78,184.8
15/6/2021,22.49,40.13,141.81,2630.12,9.14,66.48,70.9,176.32
16/6/2021,22.49,64.41,474.3,6853.56,13.01,76.03,48.43,163.86
17/6/2021,22.49,34.34,432.76,6709.13,9.51,67.69,84.31,184.56
18/6/2021,22.49,57.96,376.57,1253.03,12.26,84.91,75.41,168.51
19/6/2021,22.49,47.53,486.89,7441.85,12.02,79.05,97.07,133.17
20/6/2021,22.49,39.21,253.55,3562.92,15.1,73.18,44.58,193.88
21/6/2021,22.49,83.67,332.34,3806.77,12.27,62.2,56.75,141.16
22/6/2021,22.49,54.04,185.53,4743.92,18.57,82.17,77.4,146.13
23/6/2021,22.49,67.29,486.57,6305.46,12.99,68.48,43.01,161.41
24/6/2021,22.49,78.85,438.25,2977.64,9.99,70.8,98.99,71.89
25/6/2021,22.49,37.64,271.96,1187.93,15.43,69.02,97.75,134.13
26/6/2021,22.49,73.7,348.17,4730.07,9.3,88.75,75.16,199.55
27/6/2021,22.49,31.93,455.58,2920.54,15.67,65.31,43.43,136.75
28/6/2021,22.49,64.65,129.19,4220.4,12.41,60.14,57.2,44.74
29/6/2021,22.49,50.88,420.12,7565.15,12.84,68.5,83.89,33.39
30/6/2021,22.49,83.82,152.75,1301.36,8.81,74.21,88.37,74.42
1/7/2021,18.01,37.31,136.91,7560.91,15.39,70.09,90.44,163.73
2/7/2021,16.7,72.58,445.56,7203.07,15.61,70.49,42.71,58.84
3/7/2021,15.12,57.13,133.77,10852.74,12.17,66.07,89.78,31.87
4/7/2021,17.23,60.94,498.03,8510.64,10.49,83.54,65.82,70.89
5/7/2021,16.22,36.14,591.14,5666.75,16.95,71.83,46.95,133.07
6/7/2021,15.83,88.61,581.74,1972.91,8.11,60.1,71.09,38.55
7/7/2021,16.57,62.11,93.16,3833.59,12.2,79.41,72.34,113.13
8/7/2021,15.91,38.95,240.54,3297.42,17.31,89.28,61.25,109.15
9/7/2021,16.52,35.42,744.09,6955.81,8.69,74.23,89.4,157.03
10/7/2021,16.77,45.02,701.51,7039.14,17.32,60.19,71.18,102.81
11/7/2021,16.32,78.21,518.62,3388.79,14.18,85.75,89.95,81.1
12/7/2021,16.43,43.27,326.39,4635.69,15.62,65.88,45.25,175.03
13/7/2021,17.79,40.88,232.95,4626.3,9.61,88.33,94.6,98.14
14/7/2021,15.01,71.62,454.36,10399.78,11.13,61.17,61.03,89.15
15/7/2021,16.21,70.81,725.82,9869.11,11.91,67.49,98.29,125.66
16/7/2021,17.45,44.79,664.34,9238.97,8.35,62.56,83.88,53.15
17/7/2021,15.75,74.93,688.64,7683.82,14.14,60.3,66.16,143.06
18/7/2021,18.16,77.75,537.78,4793.34,15.33,62.05,91.37,62.85
19/7/2021,15.35,88.09,291.62,9351.54,17.49,89.38,44.33,63.93
20/7/2021,16.6,31.53,698.32,8246.88,15.91,67.36,88.21,127.7
21/7/2021,17.9,44.96,150.17,4628.68,13.12,84.91,57.93,102.48
22/7/2021,15.03,71.03,725.16,3725.52,11.92,82.2,73.26,115.54
23/7/2021,17.22,55.16,92.57,11172.46,10.3,62.15,59.69,85.81
24/7/2021,17.32,87.63,83.37,8157.48,13.08,60.73,49.76,171.95
25/7/2021,15.87,33.99,556.78,11993.36,13.65,74.73,67.78,88.57
26/7/2021,17.32,57.87,625.8,8340.03,10.89,86.37,64.87,139.4
27/7/2021,15.57,32.33,134.03,7121.27,12.16,60.07,99.05,199.7
28/7/2021,16.07,68.58,252.13,8516.13,12.44,88.79,88.68,130.21
29/7/2021,15.84,33.31,151.7,3576.1,14.98,73.21,65.67,196.38
30/7/2021,15.73,51.3,474.12,10222.54,13.51,81.34,96,67.27
31/7/2021,15.86,34.59,612.63,8856.97,17.23,77.25,74.44,48.79
1/8/2021,12.3,34.99,283.24,3731.64,17.71,77.03,74.97,151.42
2/8/2021,9.72,81.67,614.09,9165.68,14.24,72.28,62.08,83.18
3/8/2021,10.9,52.86,226.17,11583.23,9.57,64.06,85.33,63.68
4/8/2021,9.57,81.52,281.49,6793.08,14.39,63.34,96.52,130.6
5/8/2021,14.47,34.09,837.24,8637.7,17.24,84.87,73.59,53.37
6/8/2021,15.26,81.48,186.5,10302.32,12.92,83.93,41.28,45.59
7/8/2021,11.92,46.58,663.04,4354.17,17.37,67.19,56.1,93.48
8/8/2021,10.83,47.55,481.61,11334.9,17.83,83.85,98.93,199.07
9/8/2021,11.24,54.19,470.46,7648.29,17.49,71.55,60.24,94.68
10/8/2021,14.23,89.34,583.24,11358.45,10.25,75.44,47.75,53.43
11/8/2021,13.1,37.87,539.24,9035.6,17.23,66.13,83.52,138.88
12/8/2021,12.86,44.4,413.67,13694.18,14.97,80.47,96.36,179.67
13/8/2021,12.4,65.18,611.13,12311.12,17.22,64.08,56.22,53.66
14/8/2021,10.49,34.23,306.5,8589.73,9.64,62.65,46.92,48.56
15/8/2021,15.05,68.97,883.53,11305.99,17.42,66.9,98.64,66
16/8/2021,10.55,30.91,645.32,11777.33,13.37,77.85,43.37,184.29
17/8/2021,13.36,60.97,499.37,11449.06,7.66,80.78,91.81,80.5
18/8/2021,14.71,82.96,501.79,14307.6,10.28,75.18,67.64,70
19/8/2021,10.8,82.64,567.76,14767.08,11.01,68.07,92.46,199.11
20/8/2021,10.13,44.8,444.43,3557.57,16.36,74.62,85.9,155.33
21/8/2021,11.79,43.73,501.78,12104.07,13.08,70.18,53.01,53.38
22/8/2021,14.56,49.06,649.07,6005.09,17.27,83.97,88.69,62.62
23/8/2021,15.4,77,448.44,10173.9,13.3,61.19,98.92,54.44
24/8/2021,9.73,34.59,371.7,5392.68,16.55,65.55,46.69,86.35
25/8/2021,15.01,79.55,596,14617.81,12.38,80.18,51.89,130.74
26/8/2021,11.93,78.36,356.84,10160.95,7.57,64.84,67.81,122.75
27/8/2021,15.36,84.28,144.57,5028.29,15.71,84.01,77.11,78.51
28/8/2021,13.09,37.73,656.54,6291.38,14.06,84.52,43.82,149.38
29/8/2021,10.18,86.81,852.36,6748.27,12.45,64.12,81.32,111.78
30/8/2021,14.56,87.58,796.59,6051.09,16.64,63,81.52,32.25
31/8/2021,11.1,44.47,315.34,10829.38,13.45,86.82,83.72,198.47
1/9/2021,12.48,51.95,205.64,13075.04,15.04,73.5,42.55,79.97
2/9/2021,12.17,76.14,654.8,12335.15,13.87,60.84,43.25,62.84
3/9/2021,11.72,44.94,437.07,2294.79,9.35,75.76,63.88,114.83
4/9/2021,10.32,47.67,585.82,11550.11,13.72,70.1,45.09,82.56
5/9/2021,7.71,59.8,553.01,6491.16,11.22,75.1,61.67,112.69
6/9/2021,14.2,47.65,250.01,4588.62,10.71,81.56,52.21,148.64
7/9/2021,10.08,72.52,208.91,5905.89,10.54,63.76,68.83,79.18
8/9/2021,13.5,61.82,760.93,3445.97,11,88.09,84.35,185.63
9/9/2021,14.26,47.42,775.29,14196.55,12.68,63.79,46.46,86.99
10/9/2021,9,35.94,679.16,3745.13,11.24,88.49,57.66,184.64
11/9/2021,11.84,42.11,543.99,14712.68,17.25,82.32,79.16,56.88
12/9/2021,12.4,72.23,809.11,11345.7,13.85,65.06,51.98,90.37
13/9/2021,13.97,87.19,492.56,6884.38,15.57,84.56,78.27,124.24
14/9/2021,13.3,55.67,689.93,7618.45,15.71,85.63,61.55,147.31
15/9/2021,8.81,52.72,434.05,3181.29,8.29,73.2,77.77,61.78
16/9/2021,9.34,50.25,447.13,10291.84,11.68,74.06,62.74,47.39
17/9/2021,10.45,51.92,308.06,6720.8,8.32,63,86.07,183.39
18/9/2021,7.77,39.3,689.59,10768.55,11.68,78.1,77.74,124.46
19/9/2021,12.06,58.81,903.1,9499.15,16.73,88.13,69.95,88.26
20/9/2021,7.79,86.48,321.2,11042.15,15.07,66.45,66.06,139.5
21/9/2021,9.97,78.57,585.04,6846.16,15.59,67.62,62.97,122.97
22/9/2021,7.92,58.72,462.31,10060.77,12.02,74.63,50.73,138.19
23/9/2021,9.52,63.46,770.1,2862.35,17.32,82.39,74.55,165.29
24/9/2021,13.77,84.54,720.62,4678.21,10.04,60.67,72.87,77.41
25/9/2021,13.57,69.04,673.68,9109.87,17.39,69.22,43.56,117.28
26/9/2021,9.58,70.7,535.93,9979.09,10.96,69.78,72.3,116.51
27/9/2021,12.67,50.77,207.03,13239.84,8.89,75.56,49.47,72.87
28/9/2021,13.61,85.43,967.53,8769.21,13.07,65.81,81.98,189.33
29/9/2021,11.81,64.48,624.39,8856.32,13.15,80.4,79.57,140.96
30/9/2021,12.43,75.23,247.3,6347,11.95,74.67,67.83,131.09
1/10/2021,12.16,77.76,264.49,10919.47,11.27,66.12,49.7,102.16
2/10/2021,10.91,38.94,370.4,13443.7,16.56,85.23,98.46,90.33
3/10/2021,11.16,49.23,190.1,1921.93,12.26,88.21,53.29,37.94
4/10/2021,14.7,58.9,806.38,7581.43,17.08,64.97,90.57,49.09
5/10/2021,15.48,35.71,517.89,3829.48,14.83,70.66,48.22,111.13
6/10/2021,12.9,60.97,532.03,3666.4,12.7,88.73,70.62,183.97
7/10/2021,11.98,72.67,832.2,11025.24,10.16,74.75,89.01,196.54
8/10/2021,12.84,78.99,485.8,8318.73,16.47,72.28,88.68,62.47
9/10/2021,11.38,65.81,238.79,10444.78,12.58,66.37,54.2,77.27
10/10/2021,13.82,76.05,274.53,6092.34,11.31,80.4,56.54,150.27
11/10/2021,12.98,45.18,167.76,6023.35,15.5,74.88,77.75,75.75
12/10/2021,14.48,57.56,541.88,3573.07,12.5,89.43,57.64,150.94
13/10/2021,10.9,70.52,513.13,14617.14,7.45,60.43,58.23,173.74
14/10/2021,13.66,41.97,179.02,12092.55,12.47,64.89,79.85,196.44
15/10/2021,12.64,80.69,642.94,12000.68,12.65,79.09,81.01,193.32
16/10/2021,12.56,33.06,413.02,7098.55,9.81,68.8,96.89,84.39
17/10/2021,14.33,30.51,627.48,3240.49,7.45,88.16,58.22,76.12
18/10/2021,12.45,31.13,384.81,14334.28,12.19,61.77,60.02,174.3
19/10/2021,15.55,70.76,813.61,10239.49,8.1,89.48,82.03,176.55
20/10/2021,10.27,31.4,106.96,12272.22,9.16,64.42,60.02,188.78
21/10/2021,12.37,82.44,426.94,5906.24,17.49,64.05,49.37,73.98
22/10/2021,15.53,64.59,100.61,10727.23,10.84,65.38,42.9,139.49
23/10/2021,14.9,47.66,901.49,14664.64,11.01,78.76,78.43,71.78
24/10/2021,12.9,84.63,797.31,5099.76,7.43,61.25,48.32,153.33
25/10/2021,15.52,65.82,807.63,1915.5,16.41,69.61,55.95,82.04
26/10/2021,14.94,62.4,776.23,9696.71,17.64,87.07,78.21,88.05
27/10/2021,13.29,49.23,865.21,13505.26,7.91,68.12,51.6,80.82
28/10/2021,10.2,47.53,781.54,14662.45,13.22,78.77,70.61,88.87
29/10/2021,14.31,68.25,515.43,2874.71,14.41,86.24,53.75,179.8
30/10/2021,14.88,72.88,142.85,8005.43,10.4,61.62,47.87,187.85
31/10/2021,9.79,78.99,703.22,7702.08,10.69,77.03,41.23,120.95
1/11/2021,18.1,75.5,727.44,10131.45,7.61,88.14,64.25,84.68
2/11/2021,16.86,82.78,264.89,5826.1,17.69,86.05,55.92,190.73
3/11/2021,15.98,88.01,199.9,7120.86,15.59,62.22,74.25,37.98
4/11/2021,17.02,45.95,182.03,6921.13,9.02,72.22,61.79,108.28
5/11/2021,18.33,66.77,116.55,3232.99,14.35,82.48,61.99,147.38
6/11/2021,16.09,61.37,715.68,7871.35,15.76,87,71.87,169.47
7/11/2021,17.12,69.5,395.75,10588.41,7.33,63.38,56.92,55.22
8/11/2021,16.3,50.51,654.48,2601.35,12.39,86.4,66.39,113.71
9/11/2021,15.72,52.83,582.85,5890.56,16.21,87.69,90.83,162.1
10/11/2021,17.38,46.37,122.05,5400.67,17.02,72.17,40.28,184.81
11/11/2021,16.41,45.28,570.21,4608.98,13.72,81.58,45.65,147.58
12/11/2021,15.02,34.4,383.75,8500.43,16.11,83.72,94.52,118.79
13/11/2021,18.47,76.45,607.61,7128.62,11.21,78.46,86.15,90.4
14/11/2021,15.05,75.34,207.99,8540.74,13.94,72.21,41.93,63.64
15/11/2021,18.15,38.78,400.37,2351.49,16.07,85.62,81.73,157.47
16/11/2021,16.48,82.19,622.77,1555.01,12.71,71.47,43.29,72.38
17/11/2021,16.79,61.06,512.34,9367.59,17.03,84.41,59.51,53.58
18/11/2021,16.12,79.56,466.71,2889.47,18.83,77.53,65.79,38.04
19/11/2021,15,31.43,667.55,5507.91,9.35,87.81,41.71,184.89
20/11/2021,18.1,76.37,505.14,11531.83,15.62,62.39,88.61,95.4
21/11/2021,15.62,76.1,499.33,8369.11,12.93,60.3,49.49,169.46
22/11/2021,18.13,50.15,75.11,9559.63,12.88,74.06,65.09,95.33
23/11/2021,17.15,84.12,275.26,1635.86,11.74,87.25,52.31,63.9
24/11/2021,16.13,78.6,177.84,11713.08,12.87,80.61,60.58,89.13
25/11/2021,15.92,48.93,534.54,7626.93,16.02,68.67,64.51,68.21
26/11/2021,16.75,47.64,401.46,9475.41,14.03,79.52,76.39,177.09
27/11/2021,17.06,60.23,110.27,9644.07,14.69,68.79,53.43,107.48
28/11/2021,18.22,37.25,82.97,10415.94,12.35,84.6,60.38,112.73
